 ,Signup_Date,Cancel_Date,Plan_Type,Country,Industry,Monthly_Recurring_Revenue,Total_Contract_Value,Payment_Method,Currency,Churned,Customer Status,Is_Active,Active Months,Churn_Reason,NPS_Score,NPS_Scrore_Clean,Support_Tickets_Opened,Acquisition_Channel,Is_Referral_Customer,Region,Cohort_Month,Column1
CUST1593,2023-11-09,,Basic,United States,E-commerce,29,203,PayPal,GBP,No,Active,1,7,Not Provided,6,6,1,Referral,No,Africa,2023-11,
CUST1594,2023-09-24,,Pro,India,Fintech,79,711,Wire,GBP,No,Active,1,9,Not Provided,,No Score,2,Referral,No,Europe,2023-09,
CUST1595,2024-04-22,2024-06-09,Basic,Nigeria,E-commerce,29,29,PayPal,USD,Yes,Churned,0,1,Switched to Competitor,10,10,1,Referral,No,Asia,2024-04,
CUST1596,2023-01-08,,Basic,United States,HealthTech,29,493,PayPal,USD,No,Active,1,17,Not Provided,,No Score,0,Paid,No,Europe,2023-01,
CUST1597,2023-02-14,,Pro,United States,Real Estate,79,1264,PayPal,GBP,No,Active,1,16,Not Provided,8,8,1,Referral,No,Other,2023-02,
CUST1598,2023-07-31,,Pro,Nigeria,HealthTech,79,869,Wire,GBP,No,Active,1,10,Not Provided,10,10,1,Paid,Yes,Other,2023-07,
CUST1599,2023-11-20,2024-06-29,Pro,India,E-commerce,79,553,Card,GBP,Yes,Churned,0,7,Switched to Competitor,0,0,1,Referral,No,Other,2023-11,
CUST1600,2023-04-07,,Basic,United States,EdTech,29,435,PayPal,USD,No,Active,1,14,Not Provided,,No Score,0,Organic,No,Asia,2023-04,
CUST1601,2023-03-11,,Basic,United Kingdom,E-commerce,29,435,Wire,USD,No,Active,1,15,Not Provided,,No Score,1,Paid,No,Africa,2023-03,
CUST1602,2023-06-11,,Basic,Germany,EdTech,29,348,Card,USD,No,Active,1,12,Not Provided,9,9,1,Paid,No,Other,2023-06,
CUST1603,2023-10-12,2024-05-08,Pro,United States,EdTech,79,474,PayPal,GBP,Yes,Churned,0,6,Other,,No Score,3,Paid,No,Other,2023-10,
CUST1604,2023-09-26,,Basic,United States,Marketing,29,261,Card,GBP,No,Active,1,9,Not Provided,,No Score,1,Paid,No,North America,2023-09,
CUST1605,2024-01-14,2024-05-29,Pro,India,E-commerce,79,316,PayPal,USD,Yes,Churned,0,4,Bugs,,No Score,2,Organic,No,North America,2024-01,
CUST1606,2023-06-03,,Basic,Nigeria,Marketing,29,377,PayPal,GBP,No,Active,1,12,Not Provided,,No Score,1,Referral,No,Africa,2023-06,
CUST1607,2023-12-01,,Basic,United States,Marketing,29,203,Wire,USD,No,Active,1,6,Not Provided,7,7,1,Organic,No,Europe,2023-12,
CUST1608,2023-05-28,2024-05-23,Basic,Canada,Real Estate,29,348,PayPal,EUR,Yes,Churned,0,11,Pricing,,No Score,0,Partnership,No,Europe,2023-05,
CUST1609,2023-11-09,2023-12-21,Enterprise,India,EdTech,199,199,PayPal,GBP,Yes,Churned,0,1,Not Provided,,No Score,0,Paid,No,Europe,2023-11,
CUST1610,2024-01-20,,Basic,Canada,E-commerce,29,145,Card,GBP,No,Active,1,5,Not Provided,6,6,2,Organic,No,Europe,2024-01,
CUST1611,2023-04-01,2024-03-17,Pro,United States,E-commerce,79,869,Card,USD,Yes,Churned,0,11,Pricing,,No Score,0,Paid,No,Asia,2023-04,
CUST1612,2023-05-18,,Basic,Australia,HealthTech,29,377,PayPal,USD,No,Active,1,13,Not Provided,,No Score,0,Paid,Yes,Africa,2023-05,
CUST1613,2023-05-22,,Enterprise,United States,E-commerce,199,2587,Wire,EUR,No,Active,1,13,Not Provided,,No Score,0,Organic,No,Asia,2023-05,
CUST1614,2024-02-17,,Basic,India,Fintech,29,116,PayPal,GBP,No,Active,1,4,Not Provided,,No Score,0,Organic,Yes,North America,2024-02,
CUST1615,2024-03-05,,Basic,United States,HealthTech,29,87,PayPal,EUR,No,Active,1,3,Not Provided,,No Score,0,Organic,No,Europe,2024-03,
CUST1616,2023-07-21,,Pro,Australia,Marketing,79,869,Card,USD,No,Active,1,11,Not Provided,3,3,1,Organic,No,Europe,2023-07,
CUST1617,2023-01-30,,Pro,United States,Real Estate,79,1343,PayPal,GBP,No,Active,1,17,Not Provided,,No Score,1,Organic,No,North America,2023-01,
CUST1618,2023-07-08,,Enterprise,United States,E-commerce,199,2189,PayPal,USD,No,Active,1,11,Not Provided,,No Score,2,Paid,No,Asia,2023-07,
CUST1619,2023-03-08,,Basic,India,HealthTech,29,464,Card,USD,No,Active,1,15,Not Provided,10,10,1,Paid,No,Other,2023-03,
CUST1620,2024-05-31,,Pro,Germany,Fintech,79,79,Wire,EUR,No,Active,1,0,Not Provided,10,10,0,Organic,No,Asia,2024-05,
CUST1621,2023-03-21,,Pro,Australia,Fintech,79,1185,Card,GBP,No,Active,1,15,Not Provided,,No Score,2,Referral,No,Asia,2023-03,
CUST1622,2023-01-20,,Basic,United States,Real Estate,29,493,PayPal,EUR,No,Active,1,17,Not Provided,,No Score,0,Referral,No,Europe,2023-01,
CUST1623,2023-06-08,,Basic,India,Fintech,29,348,Wire,GBP,No,Active,1,12,Not Provided,,No Score,0,Organic,No,Other,2023-06,
CUST1624,2023-08-21,2024-03-12,Enterprise,United Kingdom,Marketing,199,1194,PayPal,EUR,Yes,Churned,0,6,Other,9,9,2,Organic,No,Other,2023-08,
CUST1625,2023-01-03,,Basic,Canada,Fintech,29,522,Wire,USD,No,Active,1,17,Not Provided,7,7,0,Paid,No,Asia,2023-01,
CUST1626,2024-01-16,,Basic,India,Real Estate,29,145,PayPal,GBP,No,Active,1,5,Not Provided,,No Score,0,Partnership,Yes,Other,2024-01,
CUST1627,2023-09-05,,Enterprise,Canada,Fintech,199,1791,PayPal,USD,No,Active,1,9,Not Provided,,No Score,1,Organic,No,Other,2023-09,
CUST1628,2023-05-24,,Pro,United States,EdTech,79,1027,PayPal,USD,No,Active,1,13,Not Provided,9,9,1,Paid,No,Other,2023-05,
CUST1629,2023-02-11,,Basic,Canada,EdTech,29,464,Card,GBP,No,Active,1,16,Not Provided,0,0,1,Organic,No,Europe,2023-02,
CUST1630,2023-02-21,2023-04-01,Pro,United Kingdom,Fintech,79,79,PayPal,EUR,Yes,Churned,0,1,Pricing,,No Score,0,Partnership,Yes,North America,2023-02,
CUST1631,2023-05-16,,Pro,Nigeria,Fintech,79,1027,Card,EUR,No,Active,1,13,Not Provided,2,2,1,Referral,No,North America,2023-05,
CUST1632,2023-04-07,,Basic,United States,HealthTech,29,435,Card,GBP,No,Active,1,14,Not Provided,,No Score,1,Organic,No,Europe,2023-04,
CUST1633,2024-04-14,,Enterprise,Nigeria,HealthTech,199,398,Card,EUR,No,Active,1,2,Not Provided,,No Score,1,Organic,Yes,Europe,2024-04,
CUST1634,2023-07-31,,Enterprise,Nigeria,Fintech,199,2189,PayPal,EUR,No,Active,1,10,Not Provided,,No Score,1,Referral,No,Asia,2023-07,
CUST1635,2024-01-30,,Basic,Canada,E-commerce,29,145,Wire,EUR,No,Active,1,5,Not Provided,,No Score,0,Paid,No,Africa,2024-01,
CUST1636,2023-11-11,2024-02-02,Basic,United States,Marketing,29,58,Wire,USD,Yes,Churned,0,2,Not Provided,4,4,2,Organic,Yes,Other,2023-11,
CUST1637,2023-12-30,2024-05-14,Basic,Nigeria,Real Estate,29,116,Card,GBP,Yes,Churned,0,4,Bugs,8,8,0,Referral,No,Africa,2023-12,
CUST1638,2024-04-18,2024-06-08,Basic,India,Real Estate,29,29,Card,USD,Yes,Churned,0,1,Bugs,0,0,2,Paid,Yes,North America,2024-04,
CUST1639,2023-05-26,,Basic,United Kingdom,HealthTech,29,377,Card,USD,No,Active,1,13,Not Provided,,No Score,0,Referral,No,Africa,2023-05,
CUST1640,2024-02-22,,Basic,Germany,Marketing,29,116,Card,USD,No,Active,1,4,Not Provided,,No Score,0,Organic,Yes,Other,2024-02,
CUST1641,2023-01-20,,Pro,Nigeria,EdTech,79,1343,Card,USD,No,Active,1,17,Not Provided,5,5,1,Paid,Yes,Other,2023-01,
CUST1642,2023-11-08,,Pro,United States,Marketing,79,553,PayPal,EUR,No,Active,1,7,Not Provided,,No Score,0,Paid,No,Asia,2023-11,
CUST1643,2023-02-15,2023-11-24,Basic,United States,Real Estate,29,261,Wire,EUR,Yes,Churned,0,9,Bugs,,No Score,0,Paid,No,Europe,2023-02,
CUST1644,2023-11-21,2024-02-14,Pro,United States,E-commerce,79,158,PayPal,USD,Yes,Churned,0,2,Pricing,,No Score,3,Referral,No,Africa,2023-11,
CUST1645,2023-01-03,,Basic,United States,HealthTech,29,522,Card,GBP,No,Active,1,17,Not Provided,,No Score,0,Organic,Yes,Europe,2023-01,
CUST1646,2023-08-24,,Basic,United States,Marketing,29,290,PayPal,EUR,No,Active,1,10,Not Provided,4,4,1,Partnership,No,Other,2023-08,
CUST1647,2023-11-22,2024-01-30,Basic,United Kingdom,HealthTech,29,58,PayPal,GBP,Yes,Churned,0,2,Bugs,,No Score,2,Organic,No,North America,2023-11,
CUST1648,2023-01-08,,Pro,United States,EdTech,79,1343,Card,GBP,No,Active,1,17,Not Provided,,No Score,0,Paid,No,Other,2023-01,
CUST1649,2023-04-06,2024-03-16,Pro,Nigeria,HealthTech,79,869,Card,EUR,Yes,Churned,0,11,Switched to Competitor,8,8,0,Referral,No,Europe,2023-04,
CUST1650,2023-10-20,,Basic,India,Fintech,29,232,Wire,EUR,No,Active,1,8,Not Provided,3,3,3,Organic,Yes,Asia,2023-10,
CUST1651,2023-09-28,2023-12-15,Pro,United Kingdom,HealthTech,79,158,Wire,EUR,Yes,Churned,0,2,Bugs,,No Score,2,Referral,No,Europe,2023-09,
CUST1652,2023-01-06,2024-01-25,Basic,Germany,Marketing,29,348,PayPal,GBP,Yes,Churned,0,12,Switched to Competitor,,No Score,1,Organic,Yes,Africa,2023-01,
CUST1653,2023-06-10,2023-09-01,Basic,Australia,E-commerce,29,58,Wire,USD,Yes,Churned,0,2,No Value,,No Score,0,Organic,No,North America,2023-06,
CUST1654,2023-04-10,2024-06-03,Basic,United States,EdTech,29,406,PayPal,GBP,Yes,Churned,0,13,No Value,7,7,2,Paid,No,Other,2023-04,
CUST1655,2023-08-12,2024-05-05,Pro,United Kingdom,EdTech,79,632,Wire,EUR,Yes,Churned,0,8,Switched to Competitor,3,3,0,Paid,No,Europe,2023-08,
CUST1656,2023-02-20,,Pro,Nigeria,E-commerce,79,1264,Card,GBP,No,Active,1,16,Not Provided,,No Score,1,Partnership,Yes,Asia,2023-02,
CUST1657,2024-01-09,,Basic,United States,Fintech,29,145,PayPal,GBP,No,Active,1,5,Not Provided,0,0,0,Referral,No,Africa,2024-01,
CUST1658,2023-08-28,2023-10-03,Basic,Canada,EdTech,29,29,Card,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Paid,No,Europe,2023-08,
CUST1659,2024-05-22,2024-06-26,Basic,United Kingdom,EdTech,29,29,PayPal,USD,Yes,Churned,0,1,Bugs,,No Score,0,Referral,No,Asia,2024-05,
CUST1660,2024-02-29,,Pro,Canada,E-commerce,79,316,Card,USD,No,Active,1,4,Not Provided,7,7,2,Paid,No,Other,2024-02,
CUST1661,2023-03-25,2023-10-25,Pro,Germany,Real Estate,79,553,Card,EUR,Yes,Churned,0,7,Switched to Competitor,,No Score,0,Paid,No,Asia,2023-03,
CUST1662,2023-10-02,,Basic,Canada,E-commerce,29,261,PayPal,GBP,No,Active,1,8,Not Provided,5,5,0,Organic,No,Europe,2023-10,
CUST1663,2023-11-26,2024-02-22,Basic,United Kingdom,Fintech,29,58,Card,EUR,Yes,Churned,0,2,Switched to Competitor,,No Score,3,Referral,No,Africa,2023-11,
CUST1664,2023-09-16,,Pro,United States,Marketing,79,711,PayPal,EUR,No,Active,1,9,Not Provided,4,4,1,Paid,No,Africa,2023-09,
CUST1665,2023-09-12,2024-02-15,Enterprise,Australia,Marketing,199,995,PayPal,GBP,Yes,Churned,0,5,Switched to Competitor,2,2,3,Paid,No,Asia,2023-09,
CUST1666,2024-01-14,2024-02-20,Basic,United Kingdom,E-commerce,29,29,Card,USD,Yes,Churned,0,1,No Value,4,4,3,Paid,No,North America,2024-01,
CUST1667,2024-05-22,2024-06-29,Pro,United States,E-commerce,79,79,PayPal,USD,Yes,Churned,0,1,Bugs,,No Score,0,Paid,No,Africa,2024-05,
CUST1668,2024-05-07,,Enterprise,Germany,Marketing,199,199,Card,GBP,No,Active,1,1,Not Provided,6,6,1,Partnership,No,Other,2024-05,
CUST1669,2023-05-24,,Basic,United States,HealthTech,29,377,Wire,GBP,No,Active,1,13,Not Provided,0,0,0,Referral,No,Other,2023-05,
CUST1670,2024-01-27,2024-05-02,Basic,United States,EdTech,29,87,PayPal,EUR,Yes,Churned,0,3,Pricing,8,8,0,Organic,No,Asia,2024-01,
CUST1671,2023-08-11,,Pro,United Kingdom,E-commerce,79,790,Wire,EUR,No,Active,1,10,Not Provided,,No Score,3,Paid,No,Europe,2023-08,
CUST1672,2024-01-15,,Basic,Canada,E-commerce,29,145,PayPal,EUR,No,Active,1,5,Not Provided,8,8,1,Referral,No,Africa,2024-01,
CUST1673,2024-01-19,,Basic,United States,Real Estate,29,145,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Referral,No,Other,2024-01,
CUST1674,2024-04-24,,Pro,India,Real Estate,79,158,Card,USD,No,Active,1,2,Not Provided,0,0,0,Referral,Yes,Europe,2024-04,
CUST1675,2024-04-13,,Enterprise,United States,Fintech,199,398,Card,USD,No,Active,1,2,Not Provided,,No Score,0,Paid,No,Africa,2024-04,
CUST1676,2023-07-12,,Basic,United States,Fintech,29,319,PayPal,GBP,No,Active,1,11,Not Provided,7,7,1,Organic,No,Asia,2023-07,
CUST1677,2023-02-11,2024-04-03,Basic,Canada,Marketing,29,377,Wire,GBP,Yes,Churned,0,13,Pricing,,No Score,0,Referral,No,Asia,2023-02,
CUST1678,2024-01-11,,Pro,United Kingdom,Fintech,79,395,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Paid,No,North America,2024-01,
CUST1679,2023-02-14,2024-03-18,Pro,Nigeria,HealthTech,79,1027,PayPal,EUR,Yes,Churned,0,13,Bugs,,No Score,1,Paid,No,North America,2023-02,
CUST1680,2024-03-20,2024-06-09,Basic,United States,Fintech,29,58,Card,USD,Yes,Churned,0,2,Switched to Competitor,6,6,0,Organic,No,Other,2024-03,
CUST1681,2023-09-13,,Pro,India,Fintech,79,711,PayPal,GBP,No,Active,1,9,Not Provided,4,4,0,Paid,No,Other,2023-09,
CUST1682,2024-02-11,2024-04-05,Basic,Nigeria,Marketing,29,29,PayPal,EUR,Yes,Churned,0,1,Switched to Competitor,2,2,0,Paid,Yes,Africa,2024-02,
CUST1683,2023-06-12,2023-11-08,Basic,United States,EdTech,29,116,Wire,EUR,Yes,Churned,0,4,Other,3,3,0,Organic,Yes,Africa,2023-06,
CUST1684,2023-12-06,,Pro,Germany,Real Estate,79,474,Card,GBP,No,Active,1,6,Not Provided,,No Score,1,Paid,Yes,Europe,2023-12,
CUST1685,2023-10-31,2024-05-26,Pro,Germany,Real Estate,79,474,PayPal,GBP,Yes,Churned,0,6,No Value,3,3,0,Paid,Yes,Asia,2023-10,
CUST1686,2024-02-21,2024-06-14,Pro,India,Marketing,79,237,PayPal,GBP,Yes,Churned,0,3,Pricing,,No Score,0,Organic,No,Asia,2024-02,
CUST1687,2024-01-11,,Pro,Australia,Marketing,79,395,PayPal,EUR,No,Active,1,5,Not Provided,2,2,1,Organic,No,Asia,2024-01,
CUST1688,2023-08-30,,Pro,Nigeria,HealthTech,79,790,PayPal,EUR,No,Active,1,10,Not Provided,,No Score,1,Referral,No,Europe,2023-08,
CUST1689,2024-05-20,,Enterprise,Australia,E-commerce,199,199,PayPal,USD,No,Active,1,1,Not Provided,9,9,0,Referral,No,Other,2024-05,
CUST1690,2023-03-23,2023-08-23,Pro,United States,EdTech,79,395,Wire,EUR,Yes,Churned,0,5,Pricing,,No Score,0,Organic,No,North America,2023-03,
CUST1691,2023-07-18,,Pro,United States,EdTech,79,869,Wire,GBP,No,Active,1,11,Not Provided,7,7,0,Organic,Yes,Other,2023-07,
CUST1692,2023-09-15,,Basic,Nigeria,Marketing,29,261,PayPal,USD,No,Active,1,9,Not Provided,,No Score,1,Referral,No,Asia,2023-09,
CUST1693,2023-02-23,,Basic,India,EdTech,29,464,PayPal,GBP,No,Active,1,16,Not Provided,1,1,0,Partnership,Yes,North America,2023-02,
CUST1694,2023-02-25,2024-06-29,Basic,Nigeria,Marketing,29,464,Card,USD,Yes,Churned,0,16,Pricing,,No Score,0,Referral,No,North America,2023-02,
CUST1695,2023-09-15,2024-04-16,Pro,Nigeria,EdTech,79,553,Wire,EUR,Yes,Churned,0,7,Pricing,,No Score,0,Referral,No,Africa,2023-09,
CUST1696,2023-06-01,,Basic,United Kingdom,Marketing,29,377,Wire,USD,No,Active,1,12,Not Provided,,No Score,1,Paid,No,North America,2023-06,
CUST1697,2023-02-08,,Basic,United States,E-commerce,29,464,Wire,EUR,No,Active,1,16,Not Provided,9,9,0,Paid,No,Africa,2023-02,
CUST1698,2023-08-23,,Enterprise,United Kingdom,EdTech,199,1990,Card,GBP,No,Active,1,10,Not Provided,,No Score,0,Organic,No,Africa,2023-08,
CUST1699,2024-03-21,,Basic,United States,E-commerce,29,87,Card,EUR,No,Active,1,3,Not Provided,,No Score,0,Organic,Yes,North America,2024-03,
CUST1700,2024-01-31,,Basic,United States,Marketing,29,145,Card,EUR,No,Active,1,4,Not Provided,,No Score,1,Organic,No,Other,2024-01,
CUST1701,2023-04-01,,Pro,Nigeria,Marketing,79,1185,Card,EUR,No,Active,1,14,Not Provided,0,0,2,Referral,No,North America,2023-04,
CUST1702,2024-01-20,,Basic,United States,Marketing,29,145,Card,USD,No,Active,1,5,Not Provided,,No Score,0,Referral,Yes,Africa,2024-01,
CUST1703,2023-04-26,,Pro,United States,EdTech,79,1106,Card,GBP,No,Active,1,14,Not Provided,,No Score,0,Organic,No,Africa,2023-04,
CUST1704,2023-10-24,,Pro,Germany,HealthTech,79,632,Card,USD,No,Active,1,8,Not Provided,2,2,0,Organic,No,Europe,2023-10,
CUST1705,2023-06-07,,Pro,Nigeria,Real Estate,79,948,Wire,GBP,No,Active,1,12,Not Provided,,No Score,1,Paid,No,Asia,2023-06,
CUST1706,2023-08-13,,Enterprise,United States,Marketing,199,1990,Card,USD,No,Active,1,10,Not Provided,,No Score,1,Referral,No,Other,2023-08,
CUST1707,2023-01-13,,Pro,Canada,Marketing,79,1343,PayPal,EUR,No,Active,1,17,Not Provided,5,5,0,Paid,No,Asia,2023-01,
CUST1708,2024-03-02,,Pro,United States,Fintech,79,316,PayPal,EUR,No,Active,1,3,Not Provided,,No Score,0,Organic,No,Other,2024-03,
CUST1709,2023-02-02,,Pro,India,Marketing,79,1343,PayPal,USD,No,Active,1,16,Not Provided,9,9,1,Organic,Yes,Africa,2023-02,
CUST1710,2024-05-22,,Pro,United States,Real Estate,79,79,Wire,USD,No,Active,1,1,Not Provided,,No Score,2,Partnership,Yes,Asia,2024-05,
CUST1711,2023-08-07,,Basic,United States,Real Estate,29,290,Card,EUR,No,Active,1,10,Not Provided,,No Score,2,Paid,No,Africa,2023-08,
CUST1712,2024-02-16,,Basic,Canada,EdTech,29,116,Card,EUR,No,Active,1,4,Not Provided,8,8,1,Paid,No,Asia,2024-02,
CUST1713,2023-07-12,,Pro,United States,Fintech,79,869,Card,USD,No,Active,1,11,Not Provided,5,5,1,Referral,No,Africa,2023-07,
CUST1714,2024-03-12,,Pro,India,Fintech,79,237,Card,USD,No,Active,1,3,Not Provided,10,10,0,Paid,No,Other,2024-03,
CUST1715,2023-09-18,2024-02-02,Basic,Germany,Fintech,29,116,PayPal,GBP,Yes,Churned,0,4,Pricing,,No Score,0,Referral,No,Africa,2023-09,
CUST1716,2023-07-29,2024-02-11,Basic,Canada,EdTech,29,174,Wire,USD,Yes,Churned,0,6,Pricing,,No Score,0,Referral,No,Other,2023-07,
CUST1717,2024-05-21,2024-06-21,Pro,Germany,E-commerce,79,79,Wire,GBP,Yes,Churned,0,1,Switched to Competitor,,No Score,0,Paid,No,Asia,2024-05,
CUST1718,2023-08-23,2024-03-28,Pro,Canada,HealthTech,79,553,PayPal,EUR,Yes,Churned,0,7,Bugs,8,8,2,Paid,No,North America,2023-08,
CUST1719,2023-07-08,,Pro,India,Real Estate,79,869,Wire,EUR,No,Active,1,11,Not Provided,2,2,0,Partnership,No,Europe,2023-07,
CUST1720,2023-12-07,2024-04-29,Pro,Australia,HealthTech,79,316,Card,EUR,Yes,Churned,0,4,Bugs,,No Score,1,Organic,No,Africa,2023-12,
CUST1721,2024-02-10,2024-04-19,Basic,United States,Marketing,29,58,Wire,GBP,Yes,Churned,0,2,Switched to Competitor,4,4,2,Paid,Yes,Other,2024-02,
CUST1722,2023-06-07,,Enterprise,United States,E-commerce,199,2388,Wire,USD,No,Active,1,12,Not Provided,3,3,1,Paid,No,North America,2023-06,
CUST1723,2023-08-13,2024-04-15,Pro,United States,EdTech,79,632,PayPal,GBP,Yes,Churned,0,8,Not Provided,,No Score,1,Partnership,No,Other,2023-08,
CUST1724,2023-11-05,,Basic,United States,EdTech,29,203,Card,USD,No,Active,1,7,Not Provided,,No Score,0,Organic,No,Asia,2023-11,
CUST1725,2023-09-25,,Pro,United Kingdom,Fintech,79,711,Wire,GBP,No,Active,1,9,Not Provided,10,10,1,Referral,No,Africa,2023-09,
CUST1726,2023-10-02,,Basic,Nigeria,Marketing,29,261,Card,GBP,No,Active,1,8,Not Provided,7,7,0,Paid,No,Europe,2023-10,
CUST1727,2023-05-14,2024-05-05,Basic,Canada,Marketing,29,319,PayPal,EUR,Yes,Churned,0,11,Switched to Competitor,,No Score,1,Referral,No,Other,2023-05,
CUST1728,2023-04-09,,Basic,United States,Marketing,29,406,Card,EUR,No,Active,1,14,Not Provided,5,5,0,Paid,No,Africa,2023-04,
CUST1729,2024-01-02,,Basic,India,Real Estate,29,174,Wire,USD,No,Active,1,5,Not Provided,,No Score,0,Organic,No,Africa,2024-01,
CUST1730,2023-05-18,,Enterprise,Germany,HealthTech,199,2587,PayPal,GBP,No,Active,1,13,Not Provided,0,0,1,Referral,Yes,North America,2023-05,
CUST1731,2023-12-06,,Pro,Canada,Marketing,79,474,Wire,USD,No,Active,1,6,Not Provided,2,2,1,Paid,Yes,Other,2023-12,
CUST1732,2024-04-09,,Basic,United States,EdTech,29,58,Card,GBP,No,Active,1,2,Not Provided,,No Score,2,Referral,No,Africa,2024-04,
CUST1733,2023-11-11,,Basic,United Kingdom,HealthTech,29,203,Wire,USD,No,Active,1,7,Not Provided,,No Score,1,Organic,Yes,Asia,2023-11,
CUST1734,2023-04-04,,Pro,United States,Fintech,79,1185,Wire,USD,No,Active,1,14,Not Provided,2,2,2,Paid,Yes,Africa,2023-04,
CUST1735,2023-11-07,,Pro,Australia,HealthTech,79,553,Wire,GBP,No,Active,1,7,Not Provided,,No Score,2,Organic,Yes,Other,2023-11,
CUST1736,2024-02-17,2024-05-23,Basic,United Kingdom,EdTech,29,87,PayPal,EUR,Yes,Churned,0,3,Switched to Competitor,,No Score,2,Partnership,Yes,North America,2024-02,
CUST1737,2023-01-13,2024-01-03,Basic,Nigeria,E-commerce,29,319,PayPal,USD,Yes,Churned,0,11,Other,,No Score,1,Paid,No,Other,2023-01,
CUST1738,2023-07-17,,Pro,Canada,HealthTech,79,869,Wire,GBP,No,Active,1,11,Not Provided,6,6,1,Partnership,No,Other,2023-07,
CUST1739,2023-09-05,,Basic,Australia,EdTech,29,261,Wire,USD,No,Active,1,9,Not Provided,,No Score,2,Organic,No,Asia,2023-09,
CUST1740,2024-05-18,2024-06-18,Pro,United States,Real Estate,79,79,Card,EUR,Yes,Churned,0,1,Pricing,5,5,2,Referral,Yes,Asia,2024-05,
CUST1741,2024-05-25,,Basic,Nigeria,EdTech,29,29,PayPal,EUR,No,Active,1,1,Not Provided,3,3,1,Organic,Yes,Other,2024-05,
CUST1742,2023-09-11,2024-04-20,Pro,India,E-commerce,79,553,PayPal,EUR,Yes,Churned,0,7,Switched to Competitor,,No Score,0,Organic,No,Europe,2023-09,
CUST1743,2024-02-25,,Basic,Canada,Real Estate,29,116,Wire,EUR,No,Active,1,4,Not Provided,,No Score,1,Organic,No,Other,2024-02,
CUST1744,2024-04-11,,Basic,Canada,HealthTech,29,58,PayPal,EUR,No,Active,1,2,Not Provided,8,8,2,Organic,No,Other,2024-04,
CUST1745,2023-07-06,,Pro,United States,EdTech,79,948,Wire,EUR,No,Active,1,11,Not Provided,2,2,0,Organic,No,Other,2023-07,
CUST1746,2023-08-11,,Pro,Nigeria,Marketing,79,790,Card,GBP,No,Active,1,10,Not Provided,9,9,0,Partnership,No,Africa,2023-08,
CUST1747,2024-04-20,2024-05-21,Pro,United Kingdom,Real Estate,79,79,Card,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,4,Partnership,Yes,Africa,2024-04,
CUST1748,2023-11-15,,Basic,India,HealthTech,29,203,Card,GBP,No,Active,1,7,Not Provided,4,4,1,Paid,Yes,Europe,2023-11,
CUST1749,2023-09-14,,Pro,India,Marketing,79,711,Card,EUR,No,Active,1,9,Not Provided,2,2,1,Organic,No,Africa,2023-09,
CUST1750,2024-01-28,,Pro,India,EdTech,79,395,PayPal,EUR,No,Active,1,5,Not Provided,1,1,1,Organic,No,Africa,2024-01,
CUST1751,2023-11-23,,Basic,United States,Marketing,29,203,Wire,GBP,No,Active,1,7,Not Provided,4,4,0,Organic,Yes,Other,2023-11,
CUST1752,2023-12-11,,Pro,Germany,Fintech,79,474,Wire,EUR,No,Active,1,6,Not Provided,1,1,0,Organic,No,Asia,2023-12,
CUST1753,2023-08-21,2023-12-27,Enterprise,Canada,EdTech,199,796,Card,USD,Yes,Churned,0,4,Switched to Competitor,3,3,1,Organic,Yes,Europe,2023-08,
CUST1754,2024-03-11,,Basic,Germany,Fintech,29,87,Card,EUR,No,Active,1,3,Not Provided,4,4,0,Partnership,No,Africa,2024-03,
CUST1755,2023-10-19,2024-03-11,Pro,United Kingdom,Real Estate,79,316,Wire,USD,Yes,Churned,0,4,Switched to Competitor,10,10,0,Referral,No,Africa,2023-10,
CUST1756,2023-12-24,2024-03-28,Enterprise,Canada,Marketing,199,597,Card,EUR,Yes,Churned,0,3,Not Provided,,No Score,1,Partnership,No,Other,2023-12,
CUST1757,2023-07-14,2023-08-21,Enterprise,United States,EdTech,199,199,PayPal,GBP,Yes,Churned,0,1,Not Provided,,No Score,2,Paid,No,Other,2023-07,
CUST1758,2023-11-19,,Basic,United States,Fintech,29,203,PayPal,GBP,No,Active,1,7,Not Provided,3,3,0,Organic,No,Asia,2023-11,
CUST1759,2023-06-16,,Basic,United States,EdTech,29,348,PayPal,EUR,No,Active,1,12,Not Provided,7,7,1,Referral,No,Other,2023-06,
CUST1760,2023-02-04,,Pro,United States,Marketing,79,1343,Wire,GBP,No,Active,1,16,Not Provided,,No Score,0,Referral,No,Other,2023-02,
CUST1761,2024-03-25,2024-06-25,Basic,United Kingdom,HealthTech,29,87,PayPal,USD,Yes,Churned,0,3,Switched to Competitor,,No Score,1,Paid,No,Europe,2024-03,
CUST1762,2023-12-01,,Basic,United States,HealthTech,29,203,Card,EUR,No,Active,1,6,Not Provided,3,3,2,Referral,No,Other,2023-12,
CUST1763,2023-04-08,,Pro,United States,Marketing,79,1106,Card,EUR,No,Active,1,14,Not Provided,3,3,0,Referral,No,North America,2023-04,
CUST1764,2023-09-09,2024-01-25,Basic,United States,Marketing,29,116,PayPal,USD,Yes,Churned,0,4,Not Provided,9,9,0,Paid,No,Other,2023-09,
